5,0,0,5,5,5,5
5,0,0,0,5,5,5
0,0,0,0,0,0,0
5,0,16,0,0,5,1
0,0,16,0,0,0,0
0,0,24,0,0,0,0
5,8,16,0,5,0,5
0,8,16,0,0,0,0
5,8,20,0,1,0,1
0,8,20,0,0,0,0
1,8,22,1,1,1,1
0,10,20,0,0,0,0
1,10,22,1,1,1,1
0,12,16,0,0,0,0
5,12,20,0,1,0,1
0,12,20,0,0,0,0
1,12,22,1,1,1,1
0,14,20,0,0,0,0
1,14,22,1,1,1,1
1,8,24,1,1,1,1
5,16,0,5,1,0,0
5,16,0,0,1,0,1
0,16,0,0,0,0,0
1,16,4,1,1,1,1
0,20,0,0,0,0,0
1,20,4,1,1,1,1
1,16,8,1,1,1,1
0,24,0,0,0,0,0
0,24,8,0,0,0,0
5,16,16,5,0,0,1
5,16,16,1,0,1,0
1,16,16,1,1,1,1
0,16,20,0,0,0,0
1,20,16,1,1,1,1
0,20,20,0,0,0,0
0,16,24,0,0,0,0
0,24,16,0,0,0,0
1,24,24,1,1,1,1
5,0,32,0,5,5,0
0,0,32,0,0,0,0
5,0,48,0,1,1,0
0,0,48,0,0,0,0
1,0,56,1,1,1,1
1,8,48,1,1,1,1
0,8,56,0,0,0,0
5,16,32,0,0,1,0
0,16,32,0,0,0,0
0,16,40,0,0,0,0
1,24,32,1,1,1,1
0,24,40,0,0,0,0
0,16,48,0,0,0,0
5,32,0,0,5,0,0
0,32,0,0,0,0,0
5,32,16,0,1,0,0
0,32,16,0,0,0,0
1,32,24,1,1,1,1
0,40,16,0,0,0,0
0,40,24,0,0,0,0
0,48,0,0,0,0,0
0,48,16,0,0,0,0
5,32,32,5,0,0,0
5,32,32,1,0,0,0
1,32,32,1,1,1,1
0,32,40,0,0,0,0
0,40,32,0,0,0,0
0,40,40,0,0,0,0
0,32,48,0,0,0,0
0,48,32,0,0,0,0
0,48,48,0,0,0,0

0,0,0,0,0,0,0
0,0,16,0,0,0,0
0,0,24,0,0,0,0
0,8,16,0,0,0,0
0,8,20,0,0,0,0
1,8,22,1,1,1,1
0,10,20,0,0,0,0
1,10,22,1,1,1,1
5,8,20,0,1,0,1
0,12,16,0,0,0,0
0,12,20,0,0,0,0
1,12,22,1,1,1,1
0,14,20,0,0,0,0
1,14,22,1,1,1,1
5,12,20,0,1,0,1
5,8,16,0,5,0,5
1,8,24,1,1,1,1
5,0,16,0,0,5,1
0,16,0,0,0,0,0
1,16,4,1,1,1,1
0,20,0,0,0,0,0
1,20,4,1,1,1,1
5,16,0,0,1,0,1
1,16,8,1,1,1,1
0,24,0,0,0,0,0
0,24,8,0,0,0,0
5,16,0,5,1,0,0
1,16,16,1,1,1,1
0,16,20,0,0,0,0
1,20,16,1,1,1,1
0,20,20,0,0,0,0
5,16,16,1,0,1,0
0,16,24,0,0,0,0
0,24,16,0,0,0,0
1,24,24,1,1,1,1
5,16,16,5,0,0,1
5,0,0,0,5,5,5
0,0,32,0,0,0,0
0,0,48,0,0,0,0
1,0,56,1,1,1,1
1,8,48,1,1,1,1
0,8,56,0,0,0,0
5,0,48,0,1,1,0
0,16,32,0,0,0,0
0,16,40,0,0,0,0
1,24,32,1,1,1,1
0,24,40,0,0,0,0
5,16,32,0,0,1,0
0,16,48,0,0,0,0
5,0,32,0,5,5,0
0,32,0,0,0,0,0
0,32,16,0,0,0,0
1,32,24,1,1,1,1
0,40,16,0,0,0,0
0,40,24,0,0,0,0
5,32,16,0,1,0,0
0,48,0,0,0,0,0
0,48,16,0,0,0,0
5,32,0,0,5,0,0
1,32,32,1,1,1,1
0,32,40,0,0,0,0
0,40,32,0,0,0,0
0,40,40,0,0,0,0
5,32,32,1,0,0,0
0,32,48,0,0,0,0
0,48,32,0,0,0,0
0,48,48,0,0,0,0
5,32,32,5,0,0,0
5,0,0,5,5,5,5
